watchlist_id,watch_type,entity_id,risk_level,action,reason_code,reason_description,status,effective_from,reported_by,reported_source,country,city
wl000140,CARD,<MASKED_CARD_NUMBER>,high,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 15:49:00,AML Team,External Feed,India,Hyderabad
wl000141,CARD,<MASKED_CARD_NUMBER>,high,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 15:55:00,SOC,Manual,India,Hyderabad
wl000142,CARD,<MASKED_CARD_NUMBER>,critical,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 15:56:00,SOC,External Feed,India,Delhi
wl000143,CARD,<MASKED_CARD_NUMBER>,medium,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:00:00,SOC,Manual,India,Hyderabad
wl000144,CARD,<MASKED_CARD_NUMBER>,low,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:03:00,Fraud Team,AML,India,Hyderabad
wl000145,CARD,<MASKED_CARD_NUMBER>,critical,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:08:00,Fraud Team,CRM,India,Delhi
wl000146,CARD,<MASKED_CARD_NUMBER>,low,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:09:00,SOC,External Feed,India,Mumbai
wl000147,CARD,<MASKED_CARD_NUMBER>,low,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:10:00,Fraud Team,Manual,India,Delhi
wl000148,CARD,<MASKED_CARD_NUMBER>,high,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:11:00,Fraud Team,External Feed,India,Chennai
wl000149,CARD,<MASKED_CARD_NUMBER>,high,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:12:00,SOC,Manual,India,Hyderabad
wl000150,CARD,<MASKED_CARD_NUMBER>,high,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:13:00,Fraud Team,Manual,India,Hyderabad
wl000151,CARD,<MASKED_CARD_NUMBER>,critical,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:14:00,Customer Care,CRM,India,Chennai
wl000152,CARD,<MASKED_CARD_NUMBER>,medium,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:15:00,AML Team,External Feed,India,Chennai
wl000153,CARD,<MASKED_CARD_NUMBER>,low,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:21:00,Customer Care,Manual,India,Hyderabad
wl000154,CARD,<MASKED_CARD_NUMBER>,medium,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:22:00,AML Team,AML,India,Bengaluru
wl000155,CARD,<MASKED_CARD_NUMBER>,critical,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:23:00,AML Team,AML,India,Delhi
wl000156,CARD,<MASKED_CARD_NUMBER>,high,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:26:00,SOC,CRM,India,Chennai
wl000157,CARD,<MASKED_CARD_NUMBER>,critical,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:28:00,Fraud Team,Manual,India,Delhi
wl000158,CARD,<MASKED_CARD_NUMBER>,critical,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:31:00,AML Team,AML,India,Pune
wl000159,CARD,<MASKED_CARD_NUMBER>,high,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:32:00,AML Team,CRM,India,Chennai
wl000160,CARD,<MASKED_CARD_NUMBER>,critical,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:33:00,Customer Care,Manual,India,Chennai
wl000161,CARD,<MASKED_CARD_NUMBER>,critical,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:40:00,Fraud Team,External Feed,India,Chennai
wl000162,CARD,<MASKED_CARD_NUMBER>,medium,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:43:00,AML Team,AML,India,Hyderabad
wl000163,CARD,<MASKED_CARD_NUMBER>,high,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:44:00,Fraud Team,External Feed,India,Mumbai
wl000164,CARD,<MASKED_CARD_NUMBER>,critical,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:46:00,AML Team,AML,India,Hyderabad
wl000165,CARD,<MASKED_CARD_NUMBER>,high,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:47:00,Customer Care,External Feed,India,Hyderabad
wl000166,CARD,<MASKED_CARD_NUMBER>,high,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:48:00,Fraud Team,CRM,India,Delhi
wl000167,CARD,<MASKED_CARD_NUMBER>,medium,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 16:55:00,Fraud Team,Manual,India,Mumbai
wl000168,CARD,<MASKED_CARD_NUMBER>,critical,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:00:00,SOC,External Feed,India,Hyderabad
wl000169,CARD,<MASKED_CARD_NUMBER>,high,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:03:00,Customer Care,Manual,India,Chennai
wl000170,CARD,<MASKED_CARD_NUMBER>,medium,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:04:00,AML Team,CRM,India,Delhi
wl000171,CARD,<MASKED_CARD_NUMBER>,critical,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:14:00,Fraud Team,Manual,India,Pune
wl000172,CARD,<MASKED_CARD_NUMBER>,critical,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:15:00,Fraud Team,External Feed,India,Chennai
wl000173,CARD,<MASKED_CARD_NUMBER>,high,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:20:00,Fraud Team,CRM,India,Mumbai
wl000174,CARD,<MASKED_CARD_NUMBER>,high,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:24:00,Customer Care,AML,India,Bengaluru
wl000175,CARD,<MASKED_CARD_NUMBER>,low,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:27:00,Fraud Team,AML,India,Bengaluru
wl000176,CARD,<MASKED_CARD_NUMBER>,high,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:29:00,Fraud Team,CRM,India,Delhi
wl000177,CARD,<MASKED_CARD_NUMBER>,low,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:33:00,Customer Care,External Feed,India,Chennai
wl000178,CARD,<MASKED_CARD_NUMBER>,high,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:34:00,AML Team,Manual,India,Delhi
wl000179,CARD,<MASKED_CARD_NUMBER>,high,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:40:00,SOC,AML,India,Bengaluru
wl000180,CARD,<MASKED_CARD_NUMBER>,critical,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:45:00,SOC,AML,India,Chennai
wl000181,CARD,<MASKED_CARD_NUMBER>,medium,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:46:00,SOC,CRM,India,Pune
wl000182,CARD,<MASKED_CARD_NUMBER>,critical,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:52:00,AML Team,CRM,India,Bengaluru
wl000183,CARD,<MASKED_CARD_NUMBER>,high,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:54:00,SOC,External Feed,India,Bengaluru
wl000184,CARD,<MASKED_CARD_NUMBER>,critical,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 17:57:00,AML Team,External Feed,India,Delhi
wl000185,CARD,<MASKED_CARD_NUMBER>,high,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:01:00,Customer Care,AML,India,Pune
wl000186,CARD,<MASKED_CARD_NUMBER>,high,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:09:00,AML Team,CRM,India,Hyderabad
wl000187,CARD,<MASKED_CARD_NUMBER>,medium,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:11:00,Fraud Team,AML,India,Delhi
wl000188,CARD,<MASKED_CARD_NUMBER>,medium,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:12:00,Customer Care,CRM,India,Delhi
wl000189,CARD,<MASKED_CARD_NUMBER>,high,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:18:00,Customer Care,CRM,India,Chennai
wl000190,CARD,<MASKED_CARD_NUMBER>,critical,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:19:00,SOC,AML,India,Pune
wl000191,CARD,<MASKED_CARD_NUMBER>,critical,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:21:00,Customer Care,External Feed,India,Delhi
wl000192,CARD,<MASKED_CARD_NUMBER>,high,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:22:00,Fraud Team,AML,India,Chennai
wl000193,CARD,<MASKED_CARD_NUMBER>,high,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:27:00,AML Team,Manual,India,Chennai
wl000194,CARD,<MASKED_CARD_NUMBER>,high,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:33:00,Fraud Team,CRM,India,Chennai
wl000195,CARD,<MASKED_CARD_NUMBER>,low,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:34:00,SOC,External Feed,India,Delhi
wl000196,CARD,<MASKED_CARD_NUMBER>,low,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:35:00,AML Team,Manual,India,Delhi
wl000197,CARD,<MASKED_CARD_NUMBER>,high,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:37:00,AML Team,Manual,India,Hyderabad
wl000198,CARD,<MASKED_CARD_NUMBER>,critical,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:40:00,Fraud Team,AML,India,Hyderabad
wl000199,CARD,<MASKED_CARD_NUMBER>,high,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:41:00,AML Team,CRM,India,Chennai
wl000200,CARD,<MASKED_CARD_NUMBER>,medium,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:42:00,Customer Care,Manual,India,Bengaluru
wl000201,CARD,<MASKED_CARD_NUMBER>,critical,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:43:00,Fraud Team,CRM,India,Hyderabad
wl000202,CARD,<MASKED_CARD_NUMBER>,critical,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:45:00,SOC,CRM,India,Hyderabad
wl000203,CARD,<MASKED_CARD_NUMBER>,high,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:46:00,Customer Care,External Feed,India,Hyderabad
wl000204,CARD,<MASKED_CARD_NUMBER>,critical,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:48:00,SOC,AML,India,Mumbai
wl000205,CARD,<MASKED_CARD_NUMBER>,medium,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:50:00,Customer Care,Manual,India,Pune
wl000206,CARD,<MASKED_CARD_NUMBER>,critical,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:52:00,SOC,CRM,India,Hyderabad
wl000207,CARD,<MASKED_CARD_NUMBER>,low,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:54:00,AML Team,Manual,India,Delhi
wl000208,CARD,<MASKED_CARD_NUMBER>,high,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:56:00,Customer Care,AML,India,Delhi
wl000209,CARD,<MASKED_CARD_NUMBER>,medium,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 18:58:00,Customer Care,External Feed,India,Mumbai
wl000210,CARD,<MASKED_CARD_NUMBER>,medium,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:01:00,Fraud Team,CRM,India,Mumbai
wl000211,CARD,<MASKED_CARD_NUMBER>,high,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:08:00,SOC,Manual,India,Hyderabad
wl000212,CARD,<MASKED_CARD_NUMBER>,critical,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:12:00,SOC,Manual,India,Mumbai
wl000213,CARD,<MASKED_CARD_NUMBER>,critical,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:13:00,Fraud Team,Manual,India,Delhi
wl000214,CARD,<MASKED_CARD_NUMBER>,critical,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:14:00,Customer Care,External Feed,India,Pune
wl000215,CARD,<MASKED_CARD_NUMBER>,critical,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:17:00,Customer Care,AML,India,Delhi
wl000216,CARD,<MASKED_CARD_NUMBER>,high,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:21:00,AML Team,CRM,India,Bengaluru
wl000217,CARD,<MASKED_CARD_NUMBER>,medium,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:22:00,Fraud Team,Manual,India,Bengaluru
wl000218,CARD,<MASKED_CARD_NUMBER>,medium,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:25:00,SOC,CRM,India,Pune
wl000219,CARD,<MASKED_CARD_NUMBER>,critical,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:26:00,Fraud Team,External Feed,India,Mumbai
wl000220,CARD,<MASKED_CARD_NUMBER>,medium,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:27:00,Customer Care,External Feed,India,Mumbai
wl000221,CARD,<MASKED_CARD_NUMBER>,high,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:28:00,Customer Care,External Feed,India,Pune
wl000222,CARD,<MASKED_CARD_NUMBER>,critical,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:29:00,SOC,External Feed,India,Mumbai
wl000223,CARD,<MASKED_CARD_NUMBER>,high,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:31:00,SOC,CRM,India,Pune
wl000224,CARD,<MASKED_CARD_NUMBER>,medium,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:42:00,Fraud Team,External Feed,India,Delhi
wl000225,CARD,<MASKED_CARD_NUMBER>,medium,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:49:00,AML Team,AML,India,Pune
wl000226,CARD,<MASKED_CARD_NUMBER>,high,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:50:00,Customer Care,CRM,India,Delhi
wl000227,CARD,<MASKED_CARD_NUMBER>,medium,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:53:00,Fraud Team,CRM,India,Delhi
wl000228,CARD,<MASKED_CARD_NUMBER>,high,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:54:00,Fraud Team,AML,India,Bengaluru
wl000229,CARD,<MASKED_CARD_NUMBER>,medium,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:56:00,AML Team,CRM,India,Hyderabad
wl000230,CARD,<MASKED_CARD_NUMBER>,high,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 19:57:00,Fraud Team,External Feed,India,Pune
wl000231,CARD,<MASKED_CARD_NUMBER>,high,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:01:00,Fraud Team,Manual,India,Pune
wl000232,CARD,<MASKED_CARD_NUMBER>,low,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:04:00,Fraud Team,Manual,India,Delhi
wl000233,CARD,<MASKED_CARD_NUMBER>,medium,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:11:00,Customer Care,AML,India,Pune
wl000234,CARD,<MASKED_CARD_015>,high,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:13:00,AML Team,Manual,India,Delhi
wl000235,CARD,<MASKED_CARD_NUMBER>,critical,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:20:00,Fraud Team,Manual,India,Pune
wl000236,CARD,<MASKED_CARD_NUMBER>,low,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:25:00,SOC,CRM,India,Bengaluru
wl000237,CARD,<MASKED_CARD_NUMBER>,high,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:32:00,Fraud Team,CRM,India,Bengaluru
wl000238,CARD,<MASKED_CARD_NUMBER>,high,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:34:00,Fraud Team,External Feed,India,Delhi
wl000239,CARD,<MASKED_CARD_NUMBER>,high,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:41:00,Fraud Team,External Feed,India,Delhi
wl000240,CARD,<MASKED_CARD_NUMBER>,high,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:44:00,AML Team,AML,India,Pune
wl000241,CARD,<MASKED_CARD_NUMBER>,critical,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:53:00,Fraud Team,AML,India,Hyderabad
wl000242,CARD,<MASKED_CARD_NUMBER>,high,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:56:00,SOC,External Feed,India,Pune
wl000243,CARD,<MASKED_CARD_NUMBER>,high,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:57:00,Customer Care,CRM,India,Delhi
wl000244,CARD,<MASKED_CARD_NUMBER>,critical,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 20:59:00,Customer Care,Manual,India,Delhi
wl000245,CARD,<MASKED_CARD_011>,high,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:03:00,Customer Care,External Feed,India,Pune
wl000246,CARD,<MASKED_CARD_NUMBER>,high,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:05:00,SOC,CRM,India,Mumbai
wl000247,CARD,<MASKED_CARD_NUMBER>,high,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:08:00,SOC,AML,India,Hyderabad
wl000248,CARD,<MASKED_CARD_NUMBER>,high,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:09:00,Fraud Team,AML,India,Hyderabad
wl000249,CARD,<MASKED_CARD_NUMBER>,critical,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:11:00,SOC,CRM,India,Chennai
wl000250,CARD,<MASKED_CARD_NUMBER>,medium,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:14:00,SOC,Manual,India,Chennai
wl000251,CARD,<MASKED_CARD_NUMBER>,low,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:17:00,AML Team,External Feed,India,Pune
wl000252,CARD,<MASKED_CARD_NUMBER>,medium,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:19:00,Customer Care,External Feed,India,Bengaluru
wl000253,CARD,<MASKED_CARD_NUMBER>,low,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:22:00,SOC,External Feed,India,Bengaluru
wl000254,CARD,<MASKED_CARD_NUMBER>,medium,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:30:00,Customer Care,External Feed,India,Delhi
wl000255,CARD,<MASKED_CARD_NUMBER>,high,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:32:00,SOC,CRM,India,Hyderabad
wl000256,CARD,<MASKED_CARD_NUMBER>,high,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:33:00,AML Team,Manual,India,Bengaluru
wl000257,CARD,<MASKED_CARD_NUMBER>,high,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:34:00,SOC,CRM,India,Bengaluru
wl000258,CARD,<MASKED_CARD_NUMBER>,high,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:37:00,SOC,AML,India,Pune
wl000259,CARD,<MASKED_CARD_NUMBER>,critical,ADD,COMPROMISED_DEVICE,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:40:00,Fraud Team,Manual,India,Hyderabad
wl000260,CARD,<MASKED_CARD_NUMBER>,high,ADD,SUSPICIOUS_ACTIVITY,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:42:00,AML Team,Manual,India,Bengaluru
wl000261,CARD,<MASKED_CARD_NUMBER>,critical,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:46:00,Customer Care,Manual,India,Hyderabad
wl000262,CARD,<MASKED_CARD_NUMBER>,high,ADD,MONEY_LAUNDERING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:49:00,Customer Care,External Feed,India,Hyderabad
wl000263,CARD,<MASKED_CARD_NUMBER>,medium,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:51:00,Customer Care,AML,India,Hyderabad
wl000264,CARD,<MASKED_CARD_NUMBER>,critical,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:52:00,Fraud Team,CRM,India,Pune
wl000265,CARD,<MASKED_CARD_NUMBER>,medium,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:55:00,SOC,Manual,India,Bengaluru
wl000266,CARD,<MASKED_CARD_NUMBER>,medium,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:56:00,SOC,External Feed,India,Mumbai
wl000267,CARD,<MASKED_CARD_NUMBER>,high,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:58:00,Customer Care,AML,India,Delhi
wl000268,CARD,<MASKED_CARD_NUMBER>,critical,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 21:59:00,AML Team,Manual,India,Hyderabad
wl000269,CARD,<MASKED_CARD_NUMBER>,medium,ADD,BLACKLISTED_MERCHANT,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:00:00,Customer Care,Manual,India,Pune
wl000270,CARD,<MASKED_CARD_NUMBER>,medium,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:02:00,Fraud Team,External Feed,India,Chennai
wl000271,CARD,<MASKED_CARD_NUMBER>,medium,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:03:00,Customer Care,AML,India,Chennai
wl000272,CARD,<MASKED_CARD_NUMBER>,low,ADD,STOLEN_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:08:00,AML Team,CRM,India,Chennai
wl000273,CARD,<MASKED_CARD_NUMBER>,high,ADD,ACCOUNT_TAKEOVER,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:12:00,SOC,AML,India,Chennai
wl000274,CARD,<MASKED_CARD_NUMBER>,high,ADD,TEST_TRANSACTION,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:15:00,Customer Care,CRM,India,Chennai
wl000275,CARD,<MASKED_CARD_NUMBER>,critical,ADD,PHISHING,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:19:00,Fraud Team,External Feed,India,Mumbai
wl000276,CARD,<MASKED_CARD_NUMBER>,low,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:22:00,AML Team,Manual,India,Delhi
wl000277,CARD,<MASKED_CARD_NUMBER>,low,ADD,LOST_CARD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:27:00,AML Team,Manual,India,Hyderabad
wl000278,CARD,<MASKED_CARD_NUMBER>,critical,ADD,VELOCITY_FRAUD,Auto-generated fraud watchlist entry,ACTIVE,18-Jun-2026 22:32:00,Fraud Team,Manual,India,Chennai
